2025-04-05, 1001, Laura Herrera DNI 33114523, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-07-25, 2717, Pedro Lopez DNI 45645325, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-12-22, 2718, Valentina Fernandez DNI 42544942, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-02-14, 2719, Marcos Perez DNI 14413434, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-05-19, 2720, Marcos Diaz DNI 40455517, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-11-16, 2721, Laura Torres DNI 27940379, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-14, 2722, Sofia Torres DNI 18407037, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-10-28, 2723, Lucia Sosa DNI 14633751, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-06-20, 2724, Lucia Ruiz DNI 16168246, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-05-18, 2725, Sofia Torres DNI 41583559, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-08-08, 2726, Sofia Herrera DNI 37625185, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-11-19, 2727, Sofia Diaz DNI 16700342, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-01-05, 2728, Sofia Perez DNI 37507805, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-07-16, 2729, Pedro Mendez DNI 33213132, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-07-05, 2730, Carlos Gomez DNI 30693555, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-05-16, 2731, Lucia Perez DNI 10826652, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-02-11, 2732, Ana Fernandez DNI 10030977, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-11-20, 2733, Valentina Diaz DNI 27714941, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-09-23, 2734, Lucia Diaz DNI 13503527, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-11-26, 2735, Sofia Fernandez DNI 47184281, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-07-22, 2736, Laura Mendez DNI 48381178, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-04-21, 2737, Juan Mendez DNI 47799771, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-06-12, 2738, Valentina Mendez DNI 45506993, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-12-13, 2739, Juan Diaz DNI 35598131, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-07, 2740, Marcos Mendez DNI 24815494, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-03-25, 2741, Ana Sosa DNI 32618570, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-01, 2742, Lucia Diaz DNI 48737560, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-01-14, 2743, Valentina Mendez DNI 44546154, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-07-27, 2744, Laura Gomez DNI 39575723, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-12-01, 2745, Juan Sosa DNI 20505064, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-05-25, 2746, Carlos Fernandez DNI 34476966, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-12-20, 2747, Valentina Mendez DNI 30055967, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-08-25, 2748, Pedro Herrera DNI 46628142, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-02-14, 2749, Pedro Lopez DNI 16156804, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-12-16, 2750, Juan Diaz DNI 34103279, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-12-13, 2751, Pedro Perez DNI 49285403, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-06-26, 2752, Valentina Diaz DNI 44988985, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-06-04, 2753, Laura Torres DNI 36779055, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-27, 2754, Juan Lopez DNI 17769414, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-07, 2755, Diego Gomez DNI 34745265, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-03-27, 2756, Valentina Perez DNI 47060370, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-09-24, 2757, Marcos Fernandez DNI 22331513, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-01-12, 2758, Lucia Torres DNI 11786311, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-25, 2759, Laura Mendez DNI 20513288, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-12-16, 2760, Juan Diaz DNI 14682878, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-08-15, 2761, Pedro Ruiz DNI 32747330, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-12-09, 2762, Marcos Diaz DNI 33317895, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-12-25, 2763, Marcos Herrera DNI 21982976, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-24, 2764, Juan Mendez DNI 26236092, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-02-09, 2765, Lucia Torres DNI 25534771, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-11-14, 2766, Carlos Fernandez DNI 13193567, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-05-12, 2767, Juan Lopez DNI 13581239, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-07-28, 2768, Ana Lopez DNI 12357414, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-21, 2769, Diego Gomez DNI 41240528, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-07-18, 2770, Marcos Torres DNI 47069406, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-09-08, 2771, Sofia Torres DNI 36867504, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-11-02, 2772, Sofia Perez DNI 47526251, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-01-06, 2773, Valentina Lopez DNI 45211444, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-01, 2774, Ana Perez DNI 31924693, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-02-04, 2775, Pedro Perez DNI 43949975, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-09-11, 2776, Pedro Sosa DNI 43446129, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-10-11, 2777, Laura Herrera DNI 33313634, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-01-04, 2778, Lucia Mendez DNI 44387077, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-05-21, 2779, Diego Gomez DNI 46540460, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-02-04, 2780, Pedro Sosa DNI 10717902, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-12-13, 2781, Lucia Ruiz DNI 38141243, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-12, 2782, Diego Herrera DNI 30852461, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-02-05, 2783, Marcos Ruiz DNI 22426818, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-04-18, 2784, Ana Lopez DNI 21802734, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-02, 2785, Juan Torres DNI 13194521, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-02-08, 2786, Carlos Lopez DNI 49822519, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-09-02, 2787, Sofia Fernandez DNI 16020716, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-01-04, 2788, Sofia Gomez DNI 26422855, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-12-15, 2789, Laura Perez DNI 40596222, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-04-26, 2790, Valentina Perez DNI 28543177, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-04-16, 2791, Pedro Torres DNI 12776636, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-28, 2792, Laura Ruiz DNI 11281599, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-01-15, 2793, Pedro Lopez DNI 34297458, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-07-18, 2794, Juan Torres DNI 31402993, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-03-25, 2795, Valentina Torres DNI 49499696, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-06-11, 2796, Laura Gomez DNI 22377256, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-06-06, 2797, Valentina Gomez DNI 31269871, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-03-15, 2798, Pedro Diaz DNI 43865393, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-06-13, 2799, Ana Gomez DNI 36639282, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-09-13, 2800, Sofia Torres DNI 46805978, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-01-24, 2801, Sofia Mendez DNI 28261378, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-09-10, 2802, Lucia Torres DNI 36111153, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-09-06, 2803, Lucia Sosa DNI 49328067, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-10-25, 2804, Carlos Diaz DNI 49863799, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-03-02, 2805, Juan Perez DNI 22556665, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-21, 2806, Juan Gomez DNI 26856012, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-04-23, 2807, Laura Gomez DNI 34887100, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-05-13, 2808, Laura Perez DNI 29956805, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-01-04, 2809, Carlos Mendez DNI 13903931, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-02-09, 2810, Laura Herrera DNI 42982457, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-05-20, 2811, Marcos Perez DNI 25743161, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-05-02, 2812, Marcos Herrera DNI 11434668, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-03, 2813, Pedro Herrera DNI 38465600, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-10-13, 2814, Ana Mendez DNI 48345059, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-09-10, 2815, Laura Gomez DNI 18179740, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-07-07, 2816, Carlos Mendez DNI 46701399, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-08-26, 2817, Ana Torres DNI 37508645, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-27, 2818, Lucia Lopez DNI 43913036, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-04-21, 2819, Marcos Diaz DNI 13685554, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-08-12, 2820, Juan Sosa DNI 32857968, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-07-15, 2821, Lucia Diaz DNI 29172708, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-03-11, 2822, Diego Mendez DNI 23588771, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-01-19, 2823, Sofia Sosa DNI 26637181, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-07-23, 2824, Carlos Mendez DNI 44975229, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-05-11, 2825, Juan Lopez DNI 33708583, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-05-14, 2826, Laura Diaz DNI 30513006, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-02-17, 2827, Sofia Perez DNI 37358614, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-12-11, 2828, Valentina Fernandez DNI 44615519, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-02-07, 2829, Valentina Perez DNI 36033215, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-12-10, 2830, Laura Mendez DNI 17564378, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-12-09, 2831, Laura Diaz DNI 16904502, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-03-21, 2832, Ana Perez DNI 41940465, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-10-23, 2833, Ana Perez DNI 35140796, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-09-10, 2834, Juan Diaz DNI 34397735, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-12-18, 2835, Valentina Diaz DNI 35133656, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-10-01, 2836, Carlos Mendez DNI 14908358, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-12-02, 2837, Diego Perez DNI 49954339, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-11-10, 2838, Diego Mendez DNI 43208759, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-03-08, 2839, Marcos Diaz DNI 18178949, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-06-17, 2840, Pedro Diaz DNI 25395715, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-04-27, 2841, Valentina Ruiz DNI 35428159, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-03-08, 2842, Juan Sosa DNI 42857279, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-12-08, 2843, Lucia Sosa DNI 18626996, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-02-04, 2844, Carlos Herrera DNI 45408356, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-03-14, 2845, Marcos Ruiz DNI 17531293, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-09-12, 2846, Laura Diaz DNI 19879822, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-03-16, 2847, Ana Perez DNI 28092373, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-02-09, 2848, Diego Lopez DNI 17962323, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-07-15, 2849, Carlos Mendez DNI 18700448, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-04-10, 2850, Juan Ruiz DNI 21258881, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-04-09, 2851, Laura Perez DNI 47857393, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-06-19, 2852, Juan Sosa DNI 34434347, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-05-13, 2853, Sofia Fernandez DNI 41213366, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-09-07, 2854, Carlos Perez DNI 43043728, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-02-17, 2855, Laura Herrera DNI 17368057, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-10-11, 2856, Lucia Fernandez DNI 34589230, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-12-11, 2857, Juan Torres DNI 32848569, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-26, 2858, Juan Mendez DNI 25342078, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-04-25, 2859, Laura Perez DNI 14180678, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-05-14, 2860, Pedro Fernandez DNI 14402474, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-27, 2861, Sofia Torres DNI 25349440, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-11, 2862, Juan Diaz DNI 45088534, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-08-18, 2863, Pedro Fernandez DNI 19039848, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-08, 2864, Laura Lopez DNI 27365275, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-06-13, 2865, Valentina Sosa DNI 19037671, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-04-20, 2866, Juan Ruiz DNI 38508866, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-09-16, 2867, Marcos Fernandez DNI 46457401, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-21, 2868, Sofia Gomez DNI 15619499, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-09-28, 2869, Laura Sosa DNI 18729455, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-07-06, 2870, Lucia Torres DNI 13021101, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-11-10, 2871, Valentina Torres DNI 38827563, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-11-13, 2872, Lucia Perez DNI 41831287, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-06-11, 2873, Sofia Diaz DNI 41088801, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-05-11, 2874, Ana Sosa DNI 12504594, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-02-18, 2875, Marcos Mendez DNI 16868054, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-01-08, 2876, Ana Torres DNI 23762350, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-08-24, 2877, Pedro Ruiz DNI 28483472, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-11-22, 2878, Pedro Sosa DNI 18778095, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-03-15, 2879, Lucia Ruiz DNI 27692650, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-08-18, 2880, Lucia Mendez DNI 18152789, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-01, 2881, Diego Fernandez DNI 32010308, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-01-27, 2882, Juan Ruiz DNI 41162290, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-02-22, 2883, Sofia Torres DNI 41904460, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-05-02, 2884, Carlos Herrera DNI 17934740, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-08-24, 2885, Lucia Diaz DNI 19958284, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-02-28, 2886, Ana Fernandez DNI 14509762, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-02-15, 2887, Laura Sosa DNI 45856617, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-09-03, 2888, Sofia Lopez DNI 27648900, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-03-10, 2889, Lucia Mendez DNI 13181491, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-05-15, 2890, Juan Herrera DNI 21519606, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-06-02, 2891, Lucia Ruiz DNI 48042906, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-05-06, 2892, Lucia Gomez DNI 40082074, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-05-16, 2893, Lucia Gomez DNI 37161109, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-07-24, 2894, Pedro Mendez DNI 28526868, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-11-04, 2895, Diego Fernandez DNI 20428841, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-08-26, 2896, Sofia Sosa DNI 30965325, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-08-15, 2897, Carlos Ruiz DNI 45352052, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-01-09, 2898, Carlos Herrera DNI 16740682, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-12-10, 2899, Diego Sosa DNI 17371546, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-10-28, 2900, Valentina Perez DNI 42798083, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-05-18, 2901, Valentina Lopez DNI 22144118, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-09, 2902, Pedro Gomez DNI 23453008, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-06, 2903, Sofia Perez DNI 38766818, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-07-03, 2904, Juan Fernandez DNI 36986477, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-02-11, 2905, Marcos Lopez DNI 13880239, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-12-05, 2906, Lucia Perez DNI 29768291, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-03-14, 2907, Valentina Diaz DNI 22054263, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-03-25, 2908, Ana Ruiz DNI 36263719, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-01-04, 2909, Pedro Fernandez DNI 39011727, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-03-17, 2910, Ana Gomez DNI 37429487, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-10-15, 2911, Diego Fernandez DNI 48094094, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-05-18, 2912, Marcos Lopez DNI 47462371, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-02-03, 2913, Diego Perez DNI 15077872, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-08-28, 2914, Valentina Ruiz DNI 23781584, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-08-13, 2915, Marcos Lopez DNI 35854715, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-07, 2916, Diego Torres DNI 13289802, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-02-14, 2917, Diego Perez DNI 42654020, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-09-14, 2918, Valentina Lopez DNI 12813371, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-25, 2919, Valentina Torres DNI 37072938, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-10-20, 2920, Carlos Ruiz DNI 34049385, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-03-07, 2921, Ana Diaz DNI 42589412, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-12-01, 2922, Carlos Mendez DNI 23024964, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-07-15, 2923, Laura Sosa DNI 25636547, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-03-12, 2924, Ana Lopez DNI 35958219, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-01-12, 2925, Lucia Sosa DNI 24323452, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-12-01, 2926, Laura Sosa DNI 31539205, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-05-10, 2927, Carlos Herrera DNI 37960035, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-04-19, 2928, Pedro Gomez DNI 26020656, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-11-15, 2929, Ana Lopez DNI 42845596, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-04-28, 2930, Juan Gomez DNI 14339936, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-01-14, 2931, Valentina Mendez DNI 32709886, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-06-19, 2932, Laura Diaz DNI 28847842, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-07-02, 2933, Carlos Herrera DNI 40283234, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-10-21, 2934, Juan Sosa DNI 43731562, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-03-14, 2935, Carlos Lopez DNI 29611097, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-01-21, 2936, Juan Fernandez DNI 17147304, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-03-21, 2937, Carlos Herrera DNI 41449034, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-18, 2938, Pedro Ruiz DNI 22716526, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-10-25, 2939, Marcos Mendez DNI 24682539, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-03-22, 2940, Carlos Herrera DNI 47992928, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-12-20, 2941, Lucia Perez DNI 25290782, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-01-22, 2942, Ana Sosa DNI 36531090, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-03, 2943, Ana Perez DNI 47052380, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-05-09, 2944, Marcos Herrera DNI 36598838, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-06-01, 2945, Marcos Ruiz DNI 33490433, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-08-25, 2946, Diego Gomez DNI 48352801, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-04, 2947, Diego Gomez DNI 28203614, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-06-11, 2948, Laura Sosa DNI 26051699, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-07-19, 2949, Laura Lopez DNI 48297119, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-03-14, 2950, Laura Torres DNI 38624876, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-06-05, 2951, Ana Fernandez DNI 13242032, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-01-19, 2952, Carlos Torres DNI 17915900, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-22, 2953, Ana Herrera DNI 30431864, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-01-11, 2954, Laura Herrera DNI 49850198, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-03-06, 2955, Juan Diaz DNI 47168379, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-11-26, 2956, Carlos Herrera DNI 30194272, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-03-15, 2957, Valentina Gomez DNI 14492498, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-02-04, 2958, Marcos Torres DNI 46576500, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-06-08, 2959, Diego Fernandez DNI 39728716, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-11-11, 2960, Pedro Perez DNI 36994197, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-11-18, 2961, Lucia Torres DNI 48364486, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-08-10, 2962, Juan Fernandez DNI 20779222, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-20, 2963, Marcos Mendez DNI 11564280, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-12-08, 2964, Ana Herrera DNI 20890440, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-01-11, 2965, Juan Sosa DNI 12519146, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-09-15, 2966, Pedro Diaz DNI 11839342, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-10-14, 2967, Pedro Gomez DNI 45902741, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-16, 2968, Ana Perez DNI 24065751, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-05-27, 2969, Valentina Diaz DNI 37933605, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-09-19, 2970, Juan Sosa DNI 30188051, SUITE, Miguel Torcuato, 8, 240000, ALTA
