2025-03-08, 1001, Lucia Perez DNI 12447474, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-19, 2491, Laura Fernandez DNI 14107295, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-08-27, 2492, Juan Sosa DNI 30594128, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-29, 2493, Lucia Herrera DNI 41572086, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-12-27, 2494, Juan Mendez DNI 42667188, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-10-08, 2495, Diego Diaz DNI 17541701, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-12-31, 2496, Ana Diaz DNI 37158048, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-04-14, 2497, Marcos Ruiz DNI 22344904, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-05-17, 2498, Diego Fernandez DNI 14653148, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-08-03, 2499, Lucia Fernandez DNI 45229035, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-10-10, 2500, Pedro Perez DNI 49115111, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-10-20, 2501, Pedro Mendez DNI 26538192, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-03-12, 2502, Juan Sosa DNI 49412655, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-10-10, 2503, Carlos Ruiz DNI 32532270, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-05-13, 2504, Lucia Perez DNI 29104317, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-04-08, 2505, Juan Herrera DNI 15180007, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-12-10, 2506, Carlos Fernandez DNI 19281158, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-29, 2507, Lucia Ruiz DNI 15528432, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-07-13, 2508, Marcos Mendez DNI 30304777, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-02-04, 2509, Marcos Sosa DNI 44109954, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-10-03, 2510, Ana Mendez DNI 20791789, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-06, 2511, Laura Ruiz DNI 40269253, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-03-28, 2512, Lucia Herrera DNI 19257658, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-30, 2513, Lucia Diaz DNI 29937444, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-11-05, 2514, Diego Gomez DNI 44481470, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-04-20, 2515, Juan Fernandez DNI 29091895, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-11-08, 2516, Sofia Herrera DNI 16213765, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-04-15, 2517, Carlos Sosa DNI 16756559, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-01-06, 2518, Sofia Sosa DNI 19080829, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-11-10, 2519, Ana Sosa DNI 20651689, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-07-15, 2520, Sofia Herrera DNI 16634669, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-13, 2521, Carlos Ruiz DNI 10924090, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-02-25, 2522, Lucia Diaz DNI 23581464, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-10-24, 2523, Carlos Sosa DNI 26327579, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-05-28, 2524, Pedro Mendez DNI 38652987, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-02-05, 2525, Ana Lopez DNI 44148122, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-06-05, 2526, Diego Perez DNI 16147239, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-12-04, 2527, Diego Gomez DNI 11671270, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-10-15, 2528, Pedro Torres DNI 35271492, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-07-12, 2529, Juan Lopez DNI 32310108, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-10-25, 2530, Ana Lopez DNI 20854444, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-10-08, 2531, Sofia Sosa DNI 41358458, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-16, 2532, Valentina Sosa DNI 16738729, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-01-31, 2533, Carlos Sosa DNI 15800680, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-12-31, 2534, Diego Diaz DNI 26218451, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-10, 2535, Laura Gomez DNI 23586598, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-10-11, 2536, Laura Torres DNI 31561425, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-12-13, 2537, Marcos Ruiz DNI 23478622, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-03-13, 2538, Pedro Diaz DNI 34863794, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-05-10, 2539, Ana Torres DNI 10437071, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-10-23, 2540, Diego Fernandez DNI 30992367, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-03-15, 2541, Valentina Sosa DNI 13593179, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-03-14, 2542, Pedro Mendez DNI 22270728, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-06-12, 2543, Laura Herrera DNI 36438966, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-03-14, 2544, Diego Lopez DNI 38953921, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-01-17, 2545, Marcos Diaz DNI 39637683, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-02-26, 2546, Juan Torres DNI 14022657, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-05-29, 2547, Carlos Fernandez DNI 46247477, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-02-27, 2548, Marcos Mendez DNI 25913934, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-11-11, 2549, Juan Ruiz DNI 24187831, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-09-07, 2550, Pedro Torres DNI 24438766, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-12-25, 2551, Marcos Lopez DNI 49080448, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-03-27, 2552, Ana Lopez DNI 13738661, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-06-02, 2553, Juan Perez DNI 15919471, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-04-12, 2554, Diego Herrera DNI 18236944, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-01-28, 2555, Sofia Ruiz DNI 14334823, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-05-11, 2556, Diego Ruiz DNI 12438691, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-09-28, 2557, Valentina Herrera DNI 13613664, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-21, 2558, Sofia Perez DNI 21849165, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-10-12, 2559, Juan Ruiz DNI 12997393, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-03-08, 2560, Valentina Fernandez DNI 45501101, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-02-09, 2561, Pedro Lopez DNI 42116421, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-09-09, 2562, Valentina Torres DNI 42335991, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-28, 2563, Juan Ruiz DNI 11893954, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-07-30, 2564, Sofia Mendez DNI 28360560, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-01-09, 2565, Marcos Diaz DNI 20627672, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-05-15, 2566, Sofia Lopez DNI 15955595, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-09-01, 2567, Juan Mendez DNI 16181396, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-02-26, 2568, Sofia Fernandez DNI 25288614, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-11-24, 2569, Carlos Sosa DNI 29493129, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-08-11, 2570, Laura Perez DNI 34389358, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-02, 2571, Ana Diaz DNI 29124416, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-07-16, 2572, Diego Lopez DNI 32331219, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-04-13, 2573, Juan Gomez DNI 14986052, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-09-05, 2574, Laura Torres DNI 40520624, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-11-17, 2575, Carlos Torres DNI 14268885, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-10, 2576, Marcos Sosa DNI 26429954, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-11-15, 2577, Diego Perez DNI 40042287, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-04-03, 2578, Juan Mendez DNI 18355915, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-03, 2579, Marcos Gomez DNI 35001213, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-10-17, 2580, Marcos Sosa DNI 28162444, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-05-14, 2581, Lucia Herrera DNI 38727016, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-02-10, 2582, Diego Fernandez DNI 40063844, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-07-13, 2583, Pedro Perez DNI 20590398, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-01-11, 2584, Juan Torres DNI 12141776, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-04-24, 2585, Valentina Gomez DNI 13823177, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-01-06, 2586, Pedro Gomez DNI 38101767, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-10-01, 2587, Pedro Sosa DNI 18567093, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-21, 2588, Juan Torres DNI 11102458, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-07-20, 2589, Marcos Lopez DNI 22332581, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-09-04, 2590, Laura Ruiz DNI 13212142, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-09, 2591, Marcos Torres DNI 10732764, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-12-18, 2592, Laura Gomez DNI 48672190, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-09-17, 2593, Valentina Diaz DNI 13460107, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-09-11, 2594, Pedro Diaz DNI 33327801, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-05-10, 2595, Carlos Diaz DNI 18886596, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-03-30, 2596, Ana Fernandez DNI 31719197, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-06-07, 2597, Valentina Lopez DNI 10456065, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-21, 2598, Diego Lopez DNI 48899126, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-06-18, 2599, Marcos Diaz DNI 32291417, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-07-06, 2600, Pedro Ruiz DNI 47085854, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-09-01, 2601, Valentina Ruiz DNI 47435849, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-11-28, 2602, Marcos Diaz DNI 45538073, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-05-23, 2603, Sofia Mendez DNI 21156644, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-04-04, 2604, Carlos Herrera DNI 22933908, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-08-14, 2605, Diego Herrera DNI 13020703, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-10-23, 2606, Juan Diaz DNI 45787587, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-01-04, 2607, Pedro Ruiz DNI 26576131, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-07-29, 2608, Carlos Fernandez DNI 38306269, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-08-26, 2609, Sofia Diaz DNI 47842679, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-01, 2610, Juan Lopez DNI 11240445, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-03-10, 2611, Laura Fernandez DNI 25855729, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-07-14, 2612, Sofia Diaz DNI 11834527, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-02-27, 2613, Ana Mendez DNI 49972782, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-09-16, 2614, Juan Sosa DNI 27698940, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-02-15, 2615, Sofia Diaz DNI 48135628, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-07-12, 2616, Laura Lopez DNI 31800516, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-03-01, 2617, Pedro Gomez DNI 28588322, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-05-05, 2618, Marcos Ruiz DNI 20190795, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-02-26, 2619, Laura Perez DNI 31209951, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-09-03, 2620, Valentina Mendez DNI 19968176, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-01-14, 2621, Sofia Fernandez DNI 21121423, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-02-27, 2622, Diego Diaz DNI 18626328, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-04-05, 2623, Laura Gomez DNI 49234606, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-07-11, 2624, Carlos Lopez DNI 36913933, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-11-09, 2625, Juan Lopez DNI 30083551, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-12, 2626, Juan Sosa DNI 40354311, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-05-15, 2627, Valentina Perez DNI 36065091, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-12-27, 2628, Lucia Diaz DNI 39340565, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-10-24, 2629, Diego Gomez DNI 35845613, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-07-21, 2630, Laura Perez DNI 35483038, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-12-05, 2631, Ana Sosa DNI 40949113, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-05-03, 2632, Laura Sosa DNI 19930185, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-03-24, 2633, Juan Ruiz DNI 22217668, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-01-14, 2634, Juan Mendez DNI 40149763, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-11-23, 2635, Carlos Mendez DNI 47956158, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-07-30, 2636, Lucia Torres DNI 42688807, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-26, 2637, Sofia Ruiz DNI 46579300, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-23, 2638, Carlos Diaz DNI 21715136, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-02-19, 2639, Juan Herrera DNI 16779474, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-04-06, 2640, Marcos Torres DNI 12790258, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-11-18, 2641, Laura Ruiz DNI 31309949, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-09-29, 2642, Laura Herrera DNI 37149567, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-08-01, 2643, Lucia Sosa DNI 43001478, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-09, 2644, Carlos Diaz DNI 35734126, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-20, 2645, Juan Gomez DNI 23011634, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-08, 2646, Carlos Herrera DNI 19046607, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-09-26, 2647, Pedro Mendez DNI 13375103, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-07-18, 2648, Pedro Fernandez DNI 47944098, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-15, 2649, Sofia Perez DNI 38001880, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-10-12, 2650, Pedro Torres DNI 25914334, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-08-30, 2651, Pedro Perez DNI 14530545, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-08-22, 2652, Marcos Lopez DNI 44204693, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-28, 2653, Marcos Herrera DNI 37859765, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-12-20, 2654, Lucia Sosa DNI 40507965, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-05, 2655, Valentina Gomez DNI 23042916, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-12-04, 2656, Pedro Torres DNI 48328466, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-03-03, 2657, Valentina Gomez DNI 17432771, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-11, 2658, Pedro Diaz DNI 30963359, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-13, 2659, Lucia Fernandez DNI 13018995, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-22, 2660, Ana Torres DNI 38145124, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-02-07, 2661, Marcos Gomez DNI 44200555, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-16, 2662, Carlos Herrera DNI 48227227, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-09-27, 2663, Carlos Fernandez DNI 44638601, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-05-18, 2664, Diego Gomez DNI 41038363, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-10-19, 2665, Valentina Sosa DNI 43744586, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-03-29, 2666, Marcos Mendez DNI 10213478, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-12-13, 2667, Diego Herrera DNI 45380259, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-06-11, 2668, Juan Diaz DNI 16958150, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-08-20, 2669, Lucia Sosa DNI 47534320, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-02-27, 2670, Lucia Lopez DNI 13998490, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-08-07, 2671, Pedro Fernandez DNI 17976849, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-12-03, 2672, Sofia Diaz DNI 40405176, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-10-30, 2673, Juan Torres DNI 10655388, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-03-07, 2674, Diego Herrera DNI 19977203, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-09-10, 2675, Marcos Gomez DNI 10159669, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-03-23, 2676, Diego Diaz DNI 14359748, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-05-20, 2677, Valentina Perez DNI 23344130, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-11-03, 2678, Juan Sosa DNI 12089101, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-09-10, 2679, Marcos Gomez DNI 16545603, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-02-04, 2680, Diego Herrera DNI 48229121, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-11-18, 2681, Juan Herrera DNI 24587782, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-05-03, 2682, Marcos Ruiz DNI 42260008, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-03-24, 2683, Juan Ruiz DNI 11197440, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-12-04, 2684, Carlos Herrera DNI 24332679, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-07-23, 2685, Marcos Gomez DNI 17196415, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-06-27, 2686, Ana Sosa DNI 11009765, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-11-29, 2687, Ana Diaz DNI 49918596, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-10-09, 2688, Laura Mendez DNI 33071920, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-21, 2689, Laura Fernandez DNI 10931702, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-03-21, 2690, Diego Fernandez DNI 41902086, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-05-23, 2691, Marcos Lopez DNI 25211641, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-04-28, 2692, Laura Herrera DNI 13517913, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-02-23, 2693, Juan Ruiz DNI 14077541, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-07-08, 2694, Lucia Herrera DNI 42679346, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-08-16, 2695, Pedro Torres DNI 24262234, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-09-18, 2696, Marcos Gomez DNI 32680863, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-23, 2697, Laura Diaz DNI 13604345, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-09-30, 2698, Valentina Herrera DNI 17850032, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-06-19, 2699, Diego Perez DNI 12256565, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-12-10, 2700, Laura Lopez DNI 42615971, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-06-13, 2701, Juan Herrera DNI 18080976, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-04-15, 2702, Sofia Fernandez DNI 44287016, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-11-12, 2703, Carlos Mendez DNI 31105642, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-11-27, 2704, Sofia Gomez DNI 22675655, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-10-08, 2705, Pedro Gomez DNI 19908284, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-08-27, 2706, Valentina Mendez DNI 12296549, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-01, 2707, Marcos Mendez DNI 37726186, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-08-15, 2708, Carlos Lopez DNI 20619759, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-02-22, 2709, Ana Diaz DNI 25201663, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-07-10, 2710, Carlos Gomez DNI 22443542, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-02-01, 2711, Diego Mendez DNI 41740666, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-10-14, 2712, Sofia Ruiz DNI 46860097, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-08-04, 2713, Carlos Perez DNI 19428877, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-04-01, 2714, Laura Lopez DNI 46042505, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-27, 2715, Sofia Diaz DNI 11835758, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-11-22, 2716, Valentina Mendez DNI 15938022, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-08-11, 2717, Sofia Ruiz DNI 39192142, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-05-06, 2718, Pedro Herrera DNI 13960559, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-01-14, 2719, Pedro Perez DNI 28319087, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-09-28, 2720, Sofia Fernandez DNI 46031815, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-01-30, 2721, Laura Gomez DNI 40262874, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-06-26, 2722, Pedro Gomez DNI 32266908, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-07-05, 2723, Pedro Fernandez DNI 20986165, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-07-27, 2724, Sofia Ruiz DNI 14489170, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-11-15, 2725, Juan Mendez DNI 36913467, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-10-08, 2726, Carlos Ruiz DNI 16395205, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-04-13, 2727, Marcos Ruiz DNI 48049998, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-10-27, 2728, Laura Gomez DNI 30857430, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-02-07, 2729, Laura Gomez DNI 17709789, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-02-05, 2730, Pedro Diaz DNI 16371966, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-09-09, 2731, Lucia Perez DNI 27418281, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-09-29, 2732, Lucia Fernandez DNI 47947720, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-11-16, 2733, Marcos Mendez DNI 26331914, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-01-04, 2734, Laura Lopez DNI 26221377, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-17, 2735, Diego Diaz DNI 47733083, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-06-07, 2736, Diego Fernandez DNI 39893531, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-17, 2737, Juan Torres DNI 40491376, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-23, 2738, Lucia Torres DNI 38960315, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-15, 2739, Juan Fernandez DNI 39234099, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-04-18, 2740, Pedro Mendez DNI 41678057, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-03-08, 2741, Sofia Gomez DNI 42920931, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-05-15, 2742, Laura Gomez DNI 16759834, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-07-03, 2743, Marcos Gomez DNI 16642034, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
