Fecha,NumeroReserva,Huesped,TipoHabitacion,Empleado,Noches,Total,Calidad
25/05/2025, 2252, Diego Ruiz DNI 27446934, SUITE, Miguel Torcuato, 8, 240000, ALTA
11/06/2025, 2253, Ana Ruiz DNI 35938767, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
25/05/2025, 2254, Pedro Lopez DNI 46371060, DOBLE, Miguel Torcuato, 14, 252000, ALTA
15/09/2025, 2255, Lucia Gomez DNI 46624408, SUITE, Miguel Torcuato, 7, 210000, ALTA
08/06/2025, 2256, Diego Mendez DNI 33448787, SUITE, Miguel Torcuato, 9, 270000, ALTA
12/12/2025, 2257, Carlos Gomez DNI 27300470, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
30/10/2025, 2258, Carlos Mendez DNI 15112334, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
01/03/2025, 2259, Juan Fernandez DNI 23228754, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
16/12/2025, 2260, Diego Perez DNI 18056111, DOBLE, Miguel Torcuato, 15, 270000, ALTA
30/06/2025, 2261, Ana Sosa DNI 37387995, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
06/03/2025, 2262, Diego Mendez DNI 14220386, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
28/11/2025, 2263, Ana Lopez DNI 38772554, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
27/11/2025, 2264, Carlos Lopez DNI 37222797, SUITE, Miguel Torcuato, 12, 360000, ALTA
03/02/2025, 2265, Pedro Fernandez DNI 38881606, DOBLE, Miguel Torcuato, 4, 72000, BAJA
11/08/2025, 2266, Valentina Diaz DNI 37967877, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
27/09/2025, 2267, Laura Sosa DNI 21880047, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
03/06/2025, 2268, Ana Perez DNI 18232163, SUITE, Miguel Torcuato, 5, 150000, MEDIA
09/10/2025, 2269, Carlos Torres DNI 10998783, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
09/09/2025, 2270, Carlos Lopez DNI 20948733, SUITE, Miguel Torcuato, 10, 300000, ALTA
19/12/2025, 2271, Lucia Torres DNI 10577170, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
11/08/2025, 2272, Diego Fernandez DNI 42859257, SUITE, Miguel Torcuato, 15, 450000, ALTA
10/11/2025, 2273, Laura Torres DNI 23043599, DOBLE, Miguel Torcuato, 2, 36000, BAJA
26/08/2025, 2274, Valentina Herrera DNI 33673091, SUITE, Miguel Torcuato, 15, 450000, ALTA
04/02/2025, 2275, Sofia Fernandez DNI 48612263, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
07/04/2025, 2276, Sofia Mendez DNI 34548263, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
09/03/2025, 2277, Marcos Mendez DNI 26151939, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
04/03/2025, 2278, Juan Perez DNI 48153922, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
29/07/2025, 2279, Carlos Ruiz DNI 46810755, SUITE, Miguel Torcuato, 2, 60000, BAJA
04/04/2025, 2280, Valentina Torres DNI 13879195, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
05/09/2025, 2281, Marcos Mendez DNI 41991511, DOBLE, Miguel Torcuato, 14, 252000, ALTA
30/04/2025, 2282, Diego Mendez DNI 38392089, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
29/11/2025, 2283, Lucia Ruiz DNI 24115440, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
22/10/2025, 2284, Valentina Diaz DNI 11771377, SUITE, Miguel Torcuato, 4, 120000, MEDIA
05/11/2025, 2285, Ana Sosa DNI 19291782, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
22/10/2025, 2286, Juan Torres DNI 14520283, DOBLE, Miguel Torcuato, 15, 270000, ALTA
24/05/2025, 2287, Carlos Torres DNI 43382620, SUITE, Miguel Torcuato, 14, 420000, ALTA
12/12/2025, 2288, Laura Torres DNI 26320840, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
19/02/2025, 2289, Laura Ruiz DNI 40677653, SUITE, Miguel Torcuato, 15, 450000, ALTA
16/08/2025, 2290, Marcos Ruiz DNI 39092958, SUITE, Miguel Torcuato, 3, 90000, BAJA
22/07/2025, 2291, Pedro Perez DNI 19522765, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
03/12/2025, 2292, Ana Diaz DNI 37907740, SUITE, Miguel Torcuato, 14, 420000, ALTA
13/09/2025, 2293, Diego Herrera DNI 46465214, DOBLE, Miguel Torcuato, 3, 54000, BAJA
06/10/2025, 2294, Ana Sosa DNI 12568981, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
07/02/2025, 2295, Marcos Sosa DNI 33330322, DOBLE, Miguel Torcuato, 1, 18000, BAJA
05/02/2025, 2296, Valentina Mendez DNI 43592271, DOBLE, Miguel Torcuato, 13, 234000, ALTA
28/07/2025, 2297, Juan Perez DNI 32714834, SUITE, Miguel Torcuato, 1, 30000, BAJA
15/04/2025, 2298, Sofia Ruiz DNI 12955584, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
13/01/2025, 2299, Marcos Ruiz DNI 44056561, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
31/05/2025, 2300, Valentina Torres DNI 41609197, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
18/09/2025, 2301, Diego Diaz DNI 31177085, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
24/04/2025, 2302, Pedro Fernandez DNI 45728551, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
30/03/2025, 2303, Lucia Gomez DNI 47034348, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
25/02/2025, 2304, Marcos Herrera DNI 49118827, SUITE, Miguel Torcuato, 12, 360000, ALTA
17/08/2025, 2305, Marcos Lopez DNI 28275847, DOBLE, Miguel Torcuato, 3, 54000, BAJA
23/12/2025, 2306, Diego Sosa DNI 19181406, SUITE, Miguel Torcuato, 1, 30000, BAJA
03/12/2025, 2307, Diego Torres DNI 16911614, SUITE, Miguel Torcuato, 15, 450000, ALTA
17/10/2025, 2308, Pedro Lopez DNI 18809323, SUITE, Miguel Torcuato, 4, 120000, MEDIA
05/05/2025, 2309, Pedro Gomez DNI 10371600, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
09/10/2025, 2310, Carlos Torres DNI 31634305, SUITE, Miguel Torcuato, 4, 120000, MEDIA
04/07/2025, 2311, Diego Torres DNI 49312477, DOBLE, Miguel Torcuato, 4, 72000, BAJA
25/12/2025, 2312, Carlos Gomez DNI 12861429, DOBLE, Miguel Torcuato, 12, 216000, ALTA
19/08/2025, 2313, Laura Sosa DNI 47154898, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
07/08/2025, 2314, Marcos Herrera DNI 41937400, SUITE, Miguel Torcuato, 13, 390000, ALTA
22/07/2025, 2315, Ana Diaz DNI 30806072, SUITE, Miguel Torcuato, 10, 300000, ALTA
26/02/2025, 2316, Sofia Ruiz DNI 26948925, DOBLE, Miguel Torcuato, 4, 72000, BAJA
09/11/2025, 2317, Lucia Lopez DNI 40459618, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
15/11/2025, 2318, Ana Fernandez DNI 37476403, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
29/09/2025, 2319, Pedro Diaz DNI 27555961, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
16/08/2025, 2320, Sofia Perez DNI 37326690, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
17/02/2025, 2321, Lucia Gomez DNI 14116334, DOBLE, Miguel Torcuato, 5, 90000, BAJA
01/06/2025, 2322, Juan Fernandez DNI 26292333, DOBLE, Miguel Torcuato, 12, 216000, ALTA
01/11/2025, 2323, Pedro Herrera DNI 23546243, SUITE, Miguel Torcuato, 3, 90000, BAJA
22/06/2025, 2324, Valentina Mendez DNI 15293612, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
26/10/2025, 2325, Laura Herrera DNI 48779262, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
06/08/2025, 2326, Sofia Lopez DNI 49054060, SUITE, Miguel Torcuato, 9, 270000, ALTA
28/08/2025, 2327, Sofia Mendez DNI 40130420, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
31/12/2025, 2328, Valentina Mendez DNI 32827852, DOBLE, Miguel Torcuato, 13, 234000, ALTA
03/09/2025, 2329, Laura Ruiz DNI 15263798, SUITE, Miguel Torcuato, 9, 270000, ALTA
17/11/2025, 2330, Lucia Sosa DNI 29008446, SUITE, Miguel Torcuato, 6, 180000, MEDIA
17/03/2025, 2331, Lucia Fernandez DNI 13026914, SUITE, Miguel Torcuato, 14, 420000, ALTA
02/01/2025, 2332, Juan Perez DNI 47986153, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
08/02/2025, 2333, Laura Sosa DNI 16949696, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
19/07/2025, 2334, Valentina Diaz DNI 22190601, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
10/05/2025, 2335, Carlos Ruiz DNI 16635800, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
13/10/2025, 2336, Pedro Fernandez DNI 41951149, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
01/09/2025, 2337, Ana Diaz DNI 10098671, SUITE, Miguel Torcuato, 3, 90000, BAJA
20/12/2025, 2338, Laura Mendez DNI 29133831, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
21/01/2025, 2339, Valentina Herrera DNI 49993178, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
04/02/2025, 2340, Valentina Herrera DNI 27220346, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
16/02/2025, 2341, Sofia Fernandez DNI 46995214, SUITE, Miguel Torcuato, 10, 300000, ALTA
20/07/2025, 2342, Diego Sosa DNI 20861187, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
22/10/2025, 2343, Marcos Diaz DNI 22808087, SUITE, Miguel Torcuato, 15, 450000, ALTA
10/08/2025, 2344, Ana Perez DNI 18939580, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
12/08/2025, 2345, Marcos Fernandez DNI 18689711, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
06/01/2025, 2346, Carlos Sosa DNI 15606147, DOBLE, Miguel Torcuato, 2, 36000, BAJA
28/02/2025, 2347, Marcos Lopez DNI 48298547, SUITE, Miguel Torcuato, 7, 210000, ALTA
06/07/2025, 2348, Lucia Torres DNI 20971457, DOBLE, Miguel Torcuato, 12, 216000, ALTA
18/12/2025, 2349, Diego Herrera DNI 33720887, DOBLE, Miguel Torcuato, 5, 90000, BAJA
12/03/2025, 2350, Pedro Perez DNI 38960461, SUITE, Miguel Torcuato, 3, 90000, BAJA
18/01/2025, 2351, Pedro Fernandez DNI 11743041, DOBLE, Miguel Torcuato, 13, 234000, ALTA
15/11/2025, 2352, Pedro Gomez DNI 28259446, DOBLE, Miguel Torcuato, 2, 36000, BAJA
30/01/2025, 2353, Juan Herrera DNI 48798106, DOBLE, Miguel Torcuato, 1, 18000, BAJA
24/05/2025, 2354, Juan Gomez DNI 14864935, SUITE, Miguel Torcuato, 2, 60000, BAJA
15/11/2025, 2355, Sofia Fernandez DNI 47763528, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
13/04/2025, 2356, Juan Fernandez DNI 37868334, DOBLE, Miguel Torcuato, 1, 18000, BAJA
27/07/2025, 2357, Ana Mendez DNI 12935713, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
21/12/2025, 2358, Sofia Diaz DNI 16239262, SUITE, Miguel Torcuato, 8, 240000, ALTA
08/06/2025, 2359, Ana Ruiz DNI 30438146, DOBLE, Miguel Torcuato, 3, 54000, BAJA
09/07/2025, 2360, Ana Ruiz DNI 34329435, SUITE, Miguel Torcuato, 3, 90000, BAJA
02/04/2025, 2361, Carlos Diaz DNI 31780645, SUITE, Miguel Torcuato, 9, 270000, ALTA
08/12/2025, 2362, Juan Sosa DNI 34057916, DOBLE, Miguel Torcuato, 14, 252000, ALTA
22/05/2025, 2363, Marcos Lopez DNI 41653912, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
08/07/2025, 2364, Pedro Diaz DNI 37021779, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
17/02/2025, 2365, Valentina Lopez DNI 18668241, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
11/10/2025, 2366, Sofia Diaz DNI 13322961, SUITE, Miguel Torcuato, 5, 150000, MEDIA
10/04/2025, 2367, Lucia Torres DNI 49682024, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
27/12/2025, 2368, Lucia Fernandez DNI 41214477, SUITE, Miguel Torcuato, 2, 60000, BAJA
29/10/2025, 2369, Juan Fernandez DNI 29817061, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
25/06/2025, 2370, Lucia Lopez DNI 20969515, DOBLE, Miguel Torcuato, 3, 54000, BAJA
15/02/2025, 2371, Valentina Fernandez DNI 40962239, SUITE, Miguel Torcuato, 7, 210000, ALTA
22/09/2025, 2372, Valentina Gomez DNI 45344226, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
12/01/2025, 2373, Pedro Gomez DNI 43781998, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
05/09/2025, 2374, Valentina Gomez DNI 19098591, SUITE, Miguel Torcuato, 6, 180000, MEDIA
28/06/2025, 2375, Laura Mendez DNI 14726560, SUITE, Miguel Torcuato, 8, 240000, ALTA
16/08/2025, 2376, Ana Torres DNI 47325517, SUITE, Miguel Torcuato, 4, 120000, MEDIA
20/01/2025, 2377, Diego Fernandez DNI 17898384, DOBLE, Miguel Torcuato, 2, 36000, BAJA
28/03/2025, 2378, Carlos Gomez DNI 49781118, DOBLE, Miguel Torcuato, 15, 270000, ALTA
30/07/2025, 2379, Sofia Mendez DNI 38978428, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
19/07/2025, 2380, Carlos Sosa DNI 30427308, SUITE, Miguel Torcuato, 11, 330000, ALTA
29/11/2025, 2381, Lucia Perez DNI 45628989, SUITE, Miguel Torcuato, 15, 450000, ALTA
04/06/2025, 2382, Sofia Torres DNI 23085025, SUITE, Miguel Torcuato, 4, 120000, MEDIA
07/03/2025, 2383, Juan Torres DNI 42600952, SUITE, Miguel Torcuato, 3, 90000, BAJA
13/11/2025, 2384, Pedro Gomez DNI 12959742, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
03/07/2025, 2385, Laura Diaz DNI 36443387, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
14/03/2025, 2386, Laura Herrera DNI 28174815, DOBLE, Miguel Torcuato, 4, 72000, BAJA
12/03/2025, 2387, Valentina Herrera DNI 25397420, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
09/12/2025, 2388, Pedro Mendez DNI 45243811, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
18/03/2025, 2389, Carlos Diaz DNI 48004770, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
16/04/2025, 2390, Marcos Sosa DNI 47600914, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
20/05/2025, 2391, Sofia Sosa DNI 14392286, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
20/10/2025, 2392, Juan Lopez DNI 20481312, SUITE, Miguel Torcuato, 13, 390000, ALTA
14/02/2025, 2393, Sofia Perez DNI 34242076, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
26/03/2025, 2394, Valentina Fernandez DNI 21678182, DOBLE, Miguel Torcuato, 1, 18000, BAJA
11/09/2025, 2395, Ana Mendez DNI 32964467, DOBLE, Miguel Torcuato, 12, 216000, ALTA
31/12/2025, 2396, Pedro Fernandez DNI 32278860, DOBLE, Miguel Torcuato, 1, 18000, BAJA
04/12/2025, 2397, Laura Herrera DNI 33701047, DOBLE, Miguel Torcuato, 3, 54000, BAJA
27/05/2025, 2398, Ana Ruiz DNI 43419399, SUITE, Miguel Torcuato, 5, 150000, MEDIA
15/10/2025, 2399, Pedro Herrera DNI 40648145, SUITE, Miguel Torcuato, 3, 90000, BAJA
17/11/2025, 2400, Sofia Lopez DNI 42190416, SUITE, Miguel Torcuato, 14, 420000, ALTA
06/02/2025, 2401, Laura Diaz DNI 49826146, DOBLE, Miguel Torcuato, 5, 90000, BAJA
19/06/2025, 2402, Pedro Torres DNI 13921001, SUITE, Miguel Torcuato, 7, 210000, ALTA
08/07/2025, 2403, Ana Diaz DNI 37396936, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
25/05/2025, 2404, Juan Sosa DNI 10798958, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
12/06/2025, 2405, Diego Sosa DNI 26555005, DOBLE, Miguel Torcuato, 13, 234000, ALTA
02/12/2025, 2406, Carlos Herrera DNI 48362940, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
10/03/2025, 2407, Diego Torres DNI 49365778, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
12/03/2025, 2408, Marcos Diaz DNI 10174472, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
08/06/2025, 2409, Sofia Perez DNI 49785809, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
09/08/2025, 2410, Valentina Diaz DNI 28490887, SUITE, Miguel Torcuato, 9, 270000, ALTA
31/01/2025, 2411, Laura Perez DNI 31111157, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
30/01/2025, 2412, Marcos Sosa DNI 47122366, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
08/11/2025, 2413, Marcos Diaz DNI 29406607, SUITE, Miguel Torcuato, 4, 120000, MEDIA
06/02/2025, 2414, Marcos Herrera DNI 24061294, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
16/03/2025, 2415, Diego Fernandez DNI 32590590, DOBLE, Miguel Torcuato, 1, 18000, BAJA
01/03/2025, 2416, Juan Herrera DNI 46401573, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
15/08/2025, 2417, Valentina Lopez DNI 10087955, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
13/04/2025, 2418, Diego Torres DNI 37679979, SUITE, Miguel Torcuato, 4, 120000, MEDIA
07/08/2025, 2419, Lucia Sosa DNI 22154440, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
07/11/2025, 2420, Valentina Mendez DNI 30700176, DOBLE, Miguel Torcuato, 13, 234000, ALTA
09/05/2025, 2421, Marcos Perez DNI 25085860, DOBLE, Miguel Torcuato, 15, 270000, ALTA
13/04/2025, 2422, Sofia Fernandez DNI 38468119, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
11/12/2025, 2423, Sofia Mendez DNI 48576437, SUITE, Miguel Torcuato, 2, 60000, BAJA
26/08/2025, 2424, Sofia Gomez DNI 25870793, DOBLE, Miguel Torcuato, 12, 216000, ALTA
09/08/2025, 2425, Pedro Ruiz DNI 29886001, SUITE, Miguel Torcuato, 11, 330000, ALTA
01/09/2025, 2426, Sofia Gomez DNI 28070241, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
26/08/2025, 2427, Pedro Torres DNI 31024049, DOBLE, Miguel Torcuato, 2, 36000, BAJA
01/06/2025, 2428, Sofia Mendez DNI 41622999, SUITE, Miguel Torcuato, 8, 240000, ALTA
17/08/2025, 2429, Pedro Perez DNI 47973652, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
04/11/2025, 2430, Carlos Fernandez DNI 42771283, SUITE, Miguel Torcuato, 15, 450000, ALTA
06/08/2025, 2431, Pedro Lopez DNI 32336885, SUITE, Miguel Torcuato, 6, 180000, MEDIA
25/04/2025, 2432, Valentina Gomez DNI 46590392, SUITE, Miguel Torcuato, 5, 150000, MEDIA
06/08/2025, 2433, Marcos Sosa DNI 19482321, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
24/01/2025, 2434, Valentina Perez DNI 34450899, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
23/11/2025, 2435, Pedro Diaz DNI 18287808, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
03/03/2025, 2436, Laura Torres DNI 42108711, DOBLE, Miguel Torcuato, 14, 252000, ALTA
30/08/2025, 2437, Juan Ruiz DNI 43484374, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
14/04/2025, 2438, Pedro Lopez DNI 31261790, DOBLE, Miguel Torcuato, 2, 36000, BAJA
08/12/2025, 2439, Pedro Mendez DNI 14466847, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
25/02/2025, 2440, Juan Torres DNI 32889942, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
18/11/2025, 2441, Diego Herrera DNI 44607292, DOBLE, Miguel Torcuato, 4, 72000, BAJA
10/07/2025, 2442, Lucia Fernandez DNI 41472974, SUITE, Miguel Torcuato, 10, 300000, ALTA
07/10/2025, 2443, Juan Fernandez DNI 11644068, SUITE, Miguel Torcuato, 9, 270000, ALTA
20/08/2025, 2444, Valentina Gomez DNI 49534387, SUITE, Miguel Torcuato, 1, 30000, BAJA
07/06/2025, 2445, Marcos Diaz DNI 14585987, SUITE, Miguel Torcuato, 9, 270000, ALTA
12/11/2025, 2446, Marcos Sosa DNI 20376083, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
02/12/2025, 2447, Lucia Gomez DNI 23858993, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
14/08/2025, 2448, Ana Ruiz DNI 12289958, DOBLE, Miguel Torcuato, 1, 18000, BAJA
03/07/2025, 2449, Marcos Perez DNI 26420568, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
24/03/2025, 2450, Carlos Torres DNI 28227580, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
27/03/2025, 2451, Marcos Torres DNI 15002285, SUITE, Miguel Torcuato, 2, 60000, BAJA
12/01/2025, 2452, Diego Herrera DNI 30065743, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
07/03/2025, 2453, Lucia Fernandez DNI 17302918, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
20/12/2025, 2454, Carlos Ruiz DNI 34950017, DOBLE, Miguel Torcuato, 2, 36000, BAJA
27/06/2025, 2455, Laura Perez DNI 46783374, SUITE, Miguel Torcuato, 15, 450000, ALTA
08/09/2025, 2456, Juan Herrera DNI 19605368, SUITE, Miguel Torcuato, 2, 60000, BAJA
27/08/2025, 2457, Carlos Herrera DNI 20395519, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
03/09/2025, 2458, Laura Fernandez DNI 47172748, SUITE, Miguel Torcuato, 12, 360000, ALTA
05/04/2025, 2459, Valentina Ruiz DNI 37122231, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
13/12/2025, 2460, Pedro Gomez DNI 36080412, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
27/08/2025, 2461, Valentina Fernandez DNI 14675731, DOBLE, Miguel Torcuato, 4, 72000, BAJA
29/01/2025, 2462, Lucia Fernandez DNI 47443987, SUITE, Miguel Torcuato, 14, 420000, ALTA
07/07/2025, 2463, Carlos Perez DNI 35525521, SUITE, Miguel Torcuato, 7, 210000, ALTA
25/11/2025, 2464, Juan Mendez DNI 22111583, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
05/09/2025, 2465, Diego Ruiz DNI 33216158, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
19/02/2025, 2466, Ana Torres DNI 28915849, SUITE, Miguel Torcuato, 2, 60000, BAJA
19/03/2025, 2467, Sofia Lopez DNI 35270770, SUITE, Miguel Torcuato, 2, 60000, BAJA
06/02/2025, 2468, Diego Herrera DNI 40783719, DOBLE, Miguel Torcuato, 3, 54000, BAJA
23/01/2025, 2469, Ana Torres DNI 16948256, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
01/02/2025, 2470, Lucia Torres DNI 35982581, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
09/10/2025, 2471, Ana Perez DNI 24039858, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
04/03/2025, 2472, Lucia Perez DNI 46143050, SUITE, Miguel Torcuato, 8, 240000, ALTA
16/04/2025, 2473, Juan Mendez DNI 24466297, DOBLE, Miguel Torcuato, 14, 252000, ALTA
06/03/2025, 2474, Diego Perez DNI 27995566, DOBLE, Miguel Torcuato, 12, 216000, ALTA
12/09/2025, 2475, Marcos Mendez DNI 27147884, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
09/10/2025, 2476, Juan Gomez DNI 10021328, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
30/01/2025, 2477, Pedro Sosa DNI 49687982, SUITE, Miguel Torcuato, 1, 30000, BAJA
22/06/2025, 2478, Lucia Fernandez DNI 25940253, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
15/03/2025, 2479, Sofia Torres DNI 10016570, SUITE, Miguel Torcuato, 15, 450000, ALTA
13/12/2025, 2480, Diego Sosa DNI 46983988, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
23/05/2025, 2481, Valentina Perez DNI 32510883, SUITE, Miguel Torcuato, 5, 150000, MEDIA
22/09/2025, 2482, Juan Fernandez DNI 43875967, SUITE, Miguel Torcuato, 6, 180000, MEDIA
11/05/2025, 2483, Sofia Perez DNI 49391357, SUITE, Miguel Torcuato, 3, 90000, BAJA
08/10/2025, 2484, Juan Perez DNI 26590692, SUITE, Miguel Torcuato, 14, 420000, ALTA
04/02/2025, 2485, Carlos Mendez DNI 20575456, SUITE, Miguel Torcuato, 6, 180000, MEDIA
03/06/2025, 2486, Carlos Perez DNI 37577888, DOBLE, Miguel Torcuato, 2, 36000, BAJA
01/01/2025, 2487, Diego Lopez DNI 31665043, SUITE, Miguel Torcuato, 3, 90000, BAJA
21/09/2025, 2488, Diego Ruiz DNI 22368829, DOBLE, Miguel Torcuato, 15, 270000, ALTA
29/08/2025, 2489, Marcos Perez DNI 45858381, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
06/03/2025, 2490, Laura Lopez DNI 39639202, DOBLE, Miguel Torcuato, 15, 270000, ALTA
19/03/2025, 2491, Laura Fernandez DNI 14107295, SUITE, Miguel Torcuato, 8, 240000, ALTA
27/08/2025, 2492, Juan Sosa DNI 30594128, SUITE, Miguel Torcuato, 11, 330000, ALTA
29/09/2025, 2493, Lucia Herrera DNI 41572086, SUITE, Miguel Torcuato, 4, 120000, MEDIA
27/12/2025, 2494, Juan Mendez DNI 42667188, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
08/10/2025, 2495, Diego Diaz DNI 17541701, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
31/12/2025, 2496, Ana Diaz DNI 37158048, DOBLE, Miguel Torcuato, 13, 234000, ALTA
14/04/2025, 2497, Marcos Ruiz DNI 22344904, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
17/05/2025, 2498, Diego Fernandez DNI 14653148, SUITE, Miguel Torcuato, 15, 450000, ALTA
03/08/2025, 2499, Lucia Fernandez DNI 45229035, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
10/10/2025, 2500, Pedro Perez DNI 49115111, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
20/10/2025, 2501, Pedro Mendez DNI 26538192, SUITE, Miguel Torcuato, 9, 270000, ALTA
12/03/2025, 2502, Juan Sosa DNI 49412655, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
10/10/2025, 2503, Carlos Ruiz DNI 32532270, SUITE, Miguel Torcuato, 11, 330000, ALTA
13/05/2025, 2504, Lucia Perez DNI 29104317, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
08/04/2025, 2505, Juan Herrera DNI 15180007, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
